"","NO.","url","Coding.combination","Date"
"200",203,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=12&pagesize=&edid=&edlabel=ETD&mydateHid=06-10-2009&pubname=&edname=&publabel=ET","GP, A5, IT9",2009-10-01
"201",204,"http://epaper.hindustantimes.com/ArticleText.aspx?article=06_10_2009_017_008&kword=&mode=1","GP, IA5, D2, IT3",2009-10-01
"202",205,"http://www.hindu.com/2009/10/07/stories/2009100751770900.htm","GP, A6, D6, T1",2009-10-01
"203",206,"http://www.hindustantimes.com/Financial-crisis-had-positive-impact-on-climate-change-IAEA/H1-Article1-462013.aspx","GP, IA5, D4, IT6",2009-10-01
"204",207,"http://www.hindustantimes.com/rssfeed/restofasia/India-opposes-efforts-to-put-Kyoto-Protocol-aside/Article1-462472.aspx","GP, IA5, ID2, IT3 ",2009-10-01
"205",208,"http://www.financialexpress.com/news/US-economy-can-worsen-climate-bill-prospects/526339/","GP, A1, D2, T1",2009-10-01
"206",209,"http://www.thehindubusinessline.com/2009/10/08/stories/2009100850760800.htm","GP, IA5, IT9",2009-10-01
"207",210,"http://www.hindu.com/2009/10/08/stories/2009100853851200.htm","IP, IA2, ID2, IT1",2009-10-01
"208",211,"http://www.nytimes.com/2009/10/07/opinion/07friedman.html?_r=1","S, A6, D1, TI",2009-10-01
"209",212,"http://beta.thehindu.com/news/article31052.ece","GP, IA2, ID2, IT9",2009-10-01
"210",213,"http://timesofindia.indiatimes.com/india/West-cherry-picks-Kyoto-OK-with-carbon-credits/articleshow/5103402.cms","GP, IA2, IT3",2009-10-01
"211",214,"http://www.livemint.com/2009/10/08211830/Climate-change-let8217s-ge.html?h=B","IP, IA5, IT2",2009-10-01
"212",215,"http://economictimes.indiatimes.com/articleshow/5104317.cms?flstry=1","GP, IA5, IT3",2009-10-01
"213",216,"http://economictimes.indiatimes.com/articleshow/5108025.cms?flstry=1","GP, IA2, D2, IT2",2009-10-01
"214",217,"http://timesofindia.indiatimes.com/india/On-Obamas-Nobel-day-US-faces-climate-heat/articleshow/5108020.cms","GP, IA2, ID2, IT9",2009-10-01
"215",218,"http://www.financialexpress.com/news/white-house-hires-more-experts-to-push-its-green-agenda/527260/0","GP, A1, D2, T6",2009-10-01
"216",219,"http://www.hindustantimes.com/India-a-climate-change-deal-maker-Jairam/H1-Article1-463731.aspx","GP, IA2, ID2, IT2",2009-10-01
"217",220,"http://www.hindustantimes.com/Climate-change-US-wish-list-for-India/H1-Article1-463778.aspx","GP, IA5, D2, IT8",2009-10-01
"218",221,"http://www.indianexpress.com/news/how-long-has-climate-change-been-around/527566/0","S, A6, D1, T2",2009-10-01
"219",222,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=2&pagesize=&edid=&edlabel=ETD&mydateHid=13-10-2009&pubname=&edname=&publabel=ET","IP, IA2, ID2, IT2",2009-10-01
"220",223,"http://www.hindustantimes.com/rssfeed/indiansabroad/Mumbai-climate-crusader-climbs-roof-of-UK-Parliament/Article1-464521.aspx","BZ, A2, ID3, IT3",2009-10-01
"221",224,"http://www.hindustantimes.com/rssfeed/india/Bad-news-Glaciers-in-J-amp-K-melting-faster-than-others/Article1-464526.aspx","IS, IA2, ID1+D5, IT1",2009-10-01
"222",225,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=15&pagesize=&edid=&edlabel=CAP&mydateHid=13-10-2009&pubname=&edname=&publabel=TOI","IS, IA1, ID1+1D2, IT1",2009-10-01
"223",226,"http://www.thehindu.com/2009/10/13/stories/2009101355371100.htm","IP, IA2, ID2, IT2",2009-10-01
"224",227,"http://www.thehindu.com/2009/10/13/stories/2009101355381100.htm","GP, IA2, ID2, IT4",2009-10-01
"225",229,"http://www.indianexpress.com/news/indias-own-ipcc-soon-to-record-carbon-emissions/528290/0","IP, IA2, ID2, IT6",2009-10-01
"226",230,"http://epaper.hindustantimes.com/ArticleText.aspx?article=14_10_2009_016_007&kword=&mode=1","IP, IA1, ID2, IT6",2009-10-01
"227",231,"http://www.indianexpress.com/news/climate-mission-gets-pm-panels-green-signal/529224/","IP, IA2, ID2, IT6",2009-10-01
"228",232,"http://articles.timesofindia.indiatimes.com/2009-10-12/global-warming/28110650_1_energy-efficiency-himalayan-ecosystem-climate-change","IP, IA1, ID2, IT6",2009-10-01
"229",233,"http://www.thehindu.com/2009/10/14/stories/2009101455921200.htm","IP, IA1, ID2, IT1",2009-10-01
"230",234,"http://www.thehindubusinessline.com/2009/10/14/stories/2009101451291100.htm","IP, IA1, ID2, IT1",2009-10-01
"231",235,"http://www.livemint.com/2009/10/13222253/Unreal-hopes-from-Copenhagen.html?h=B","GP, IA5, IT1",2009-10-01
"232",236,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=12&pagesize=&edid=&edlabel=ETD&mydateHid=14-10-2009&pubname=&edname=&publabel=ET","IP, IA5, IT1",2009-10-01
"233",237,"http://www.business-standard.com/india/storypage.php?autono=373226","BZ, IA2, ID5, IT4",2009-10-01
"234",238,"http://www.business-standard.com/india/news/eu-for-linking-social-disparity-climate-changeindia-fta/373231/","GP, A1, D2, IT8",2009-10-01
"235",239,"http://www.thehindubusinessline.com/2009/10/14/stories/2009101450961300.htm","IS, IA2, ID1, IT6",2009-10-01
"236",240,"http://www.thehindu.com/2009/10/14/stories/2009101455510900.htm","GP, IA5, D5, IT1",2009-10-01
"237",244,"http://www.livemint.com/2009/10/14223514/Study-points-to-rise-in-sea-le.html","IS, IA2, ID1+ID2, IT1",2009-10-01
"238",245,"http://www.hindustantimes.com/rssfeed/india/Climate-change-is-here-heat-s-on/Article1-465434.aspx","IS, IA2, ID1+ID2, IT1",2009-10-01
"239",246,"http://in.biz.yahoo.com/091014/50/baucqp.html","IP, IA2, D4, IT6",2009-10-01
"240",247,"http://www.financialexpress.com/news/Why-should-we-care-about-a-climate-agreement/529157/","BZ, A1, T1",2009-10-01
"241",248,"http://www.thehindu.com/2009/10/16/stories/2009101660121600.htm","GP, A2, D2, IT1",2009-10-01
"242",249,"http://www.indianexpress.com/news/worlds-first-underwater-cabinet-meet-held-in-maldives/530176/","GP, A1, D2, T1",2009-10-01
"243",250,"http://www.financialexpress.com/news/maldives-to-hold-underwater-cabinet-meet-today/529958/1","GP, A1, D2, T1",2009-10-01
"244",251,"http://epaper.hindustantimes.com/ArticleText.aspx?article=16_10_2009_019_012&kword=&mode=1","GP, A6, D2, T8 ",2009-10-01
"245",253,"http://www.hindustantimes.com/rssfeed/india/Arctic-meltdown-may-travel-to-India-push-up-sea-levels/Article1-466254.aspx","S, IA2, ID1, IT7",2009-10-01
"246",254,"http://www.financialexpress.com/news/Green-products-join-fight-against-climate-change/529957/","BZ, A1, D6, T10",2009-10-01
"247",255,"http://www.financialexpress.com/news/climate-plan-must-spread-costs-evenly/529959/","GP, A1, D2, T1 ",2009-10-01
"248",256,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=10&pagesize=&edid=&edlabel=ETD&mydateHid=17-10-2009&pubname=&edname=&publabel=ET","GP, A5, IT9",2009-10-01
"249",257,"http://economictimes.indiatimes.com/news/politics/nation/Efforts-on-to-break-deadlock-ahead-of-Copenhagen-summit/articleshow/5137509.cms","GP, IA2, ID2, IT8",2009-10-01
"250",258,"http://www.financialexpress.com/news/rich-nations-try-to-break-climate-logjam/530283/0","GP, A1, D2+D3+D5, T8",2009-10-01
"251",259,"http://www.hindustantimes.com/Another-attempt-to-strike-climate-deal/H1-Article1-466618.aspx","GP, A1, D2+D3+D5, T8",2009-10-01
"252",260,"http://www.business-standard.com/india/news/india-to-sethubclimate-studies/373636/","IP, IA2, ID2, IT2",2009-10-01
"253",261,"http://www.business-standard.com/india/news/centre-moots-%5Cgreen-bonus%5C-to-encourage-reforestation/373563/","IP, IA2, ID2, IT4",2009-10-01
"254",262,"http://beta.thehindu.com/sci-tech/energy-and-environment/article35532.ece?homepage=true","IP, IA2, ID2, IT4",2009-10-01
"255",263,"http://timesofindia.indiatimes.com/india/Jairam-for-major-shift-at-climate-talks/articleshow/5136979.cms","IP, IA2, ID2, IT9",2009-10-01
"256",264,"http://timesofindia.indiatimes.com/world/rest-of-world/To-arrest-rising-sea-Maldives-ministers-meet-underwater/articleshow/5137310.cms","GP, A1, D2, T1",2009-10-01
"257",265,"http://www.livemint.com/2009/10/19004922/Countdown-to-Copenhagen-sparks.html","GP, IA2, D2+ID2, IT8 ",2009-10-01
"258",266,"http://www.thehindubusinessline.com/2009/10/19/stories/2009101952010300.htm","IP, IA2, ID2, IT2",2009-10-01
"259",267,"http://www.livemint.com/2009/10/18231416/India-to-set-up-institute-to-s.html?h=B","IP, IA2, ID2, IT2",2009-10-01
"260",268,"http://www.blonnet.com/2009/10/19/stories/2009101951271700.htm","IP, IA2, ID2, IT4",2009-10-01
"261",269,"http://www.livemint.com/2009/10/18202525/Climate-disagreement-summit.html","GP, A5, IT5",2009-10-01
"262",270,"http://www.financialexpress.com/news/building-an-unconditional-business-case-for-a-lowcarbon-economy/530256/0","GP, IA4, ID6+D4, IT1",2009-10-01
"263",271,"http://www.financialexpress.com/news/let-the-colour-of-green-be-white/530257/0","BZ, IA5, IT6",2009-10-01
"264",272,"http://www.financialexpress.com/news/most-ceos-in-india-are-trapped-in-csr-mentality/530258/0","BZ, IA2, D6, IT1",2009-10-01
"265",273,"http://www.hindustantimes.com/rssfeed/india/Jairam-for-shift-not-surrender/Article1-466973.aspx","IP, IA2, ID2, IT2, ",2009-10-01
"266",274,"http://www.hindustantimes.com/editorial-views-on/editorials/Quick-change-in-climate/Article1-466963.aspx","IP, IA5, IT9",2009-10-01
"267",275,"http://www.indianexpress.com/news/climate-change-india-to-sign-treaty-with-saarc-nations/530661/0","GP, IA2, ID2, IT6, ",2009-10-01
"268",276,"http://www.hindu.com/2009/10/20/stories/2009102056480100.htm","IP, IA2, ID2, IT2",2009-10-01
"269",277,"http://www.thehindu.com/2009/10/20/stories/2009102059951000.htm","IP, ID2 +ID5, IT9",2009-10-01
"270",278,"http://www.thehindu.com/2009/10/20/stories/2009102059961000.htm","IP, ID2, IT9",2009-10-01
"271",279,"http://www.thehindu.com/2009/10/20/stories/2009102060011100.htm","GP, A2, IT6",2009-10-01
"272",280,"http://www.livemint.com/Articles/PrintArticle.aspx?artid=C7D2276A-BCE1-11DE-BE87-000B5DABF613","IP, IA2, ID2+ID5, IT8",2009-10-01
"273",281,"http://www.hindustantimes.com/newdelhi/Experts-slam-Jairam-after-reports-of-climate-policy-turnaround/467010/H1-Article1-466703.aspx","IP, IA2, ID2+ID5, IT9",2009-10-01
"274",282,"http://economictimes.indiatimes.com/articleshow/5140289.cms?flstry=1","IP, IA2, ID2, IT8",2009-10-01
"275",283,"http://timesofindia.indiatimes.com/india/In-a-fortnight-Jairam-crosses-own-red-lines/articleshow/5139882.cms","IP, IA2, ID2, IT8",2009-10-01
"276",284,"http://lite.epaper.timesofindia.com/getpage.aspx?pageid=9&pagesize=&edid=&edlabel=CAP&mydateHid=20-10-2009&pubname=&edname=&publabel=TOI","IP, IA2, IT2",2009-10-01
"277",285,"http://timesofindia.indiatimes.com/home/opinion/edit-page/Talking-Climate/articleshow/5139490.cms","GP, IA5, IT9",2009-10-01
"278",286,"http://www.financialexpress.com/news/whats-the-number-one-chinese-priority/530609/0","GP, A5, IT1",2009-10-01
"279",287,"http://economictimes.indiatimes.com/Developmental-Issues/World-leaders-told-to-seal-climate-deal-in-person-/articleshow/5139735.cms","GP, A1, D2+D3, T8",2009-10-01
"280",288,"http://epaper.business-standard.com/bsepaper/svww_zoomart.php?Artname=20091020aN011101002&ileft=8&itop=660&zoomRatio=130&AN=20091020aN011101002","IP, IA5, IT9",2009-10-01
"281",289,"http://www.hindustantimes.com/rssfeed/india/No-change-in-India-s-stand-says-Ramesh/Article1-467386.aspx","GP, IA2, ID2, IT8",2009-10-01
"282",290,"http://beta.thehindu.com/news/national/article36456.ece","IP, IA2, ID2, IT2",2009-10-01
"283",291,"http://www.business-standard.com/india/news/india%5Cs-stanceclimate-change-non-negotiable-says-ramesh/373872/","IP, IA2, ID2, IT2",2009-10-01
"284",292,"http://www.financialexpress.com/news/ramesh-reiterates-his-stand-on-emission-cuts/531037/","IP, IA2, ID2, IT2",2009-10-01
"285",293,"http://timesofindia.indiatimes.com/india/Kyoto-Protocol-Jairam-Ramesh-reverts-to-old-position/articleshow/5143155.cms","IP, IA2, ID2, IT8",2009-10-01
"286",294,"http://www.livemint.com/2009/10/21002515/Jairam-holds-ground-despite-cr.html?h=B","IP, IA2, ID2+ID5, IT8",2009-10-01
"287",295,"http://economictimes.indiatimes.com/news/politics/nation/Congress-frowns-Ramesh-changes-climate-position/articleshow/5143728.cms","GP, IA2, ID2+D2, IT8",2009-10-01
"288",296,"http://www.thehindu.com/2009/10/21/stories/2009102161541300.htm","GP, IA1, ID2, IT9",2009-10-01
"289",297,"http://www.thehindu.com/2009/10/21/stories/2009102157541800.htm","GP, IA2, ID2, IT6",2009-10-01
"290",298,"http://www.thehindu.com/news/international/article36432.ece?service=mobile","GP, A2, D2, T8",2009-10-01
"291",299,"http://www.business-standard.com/india/news/india-china-to-hold-joint-workshopclimate-change/76277/on","GP, 1A1, IT6",2009-10-01
"292",300,"http://www.financialexpress.com/news/freakonomics-guys-flunk-climate-science/531029/0","BZ, A6, D8, T9 ",2009-10-01
"293",301,"http://www.thehindubusinessline.com/2009/10/21/stories/2009102151011700.htm","IS, IA2, ID2, IT1",2009-10-01
"294",302,"http://www.thehindubusinessline.com/2009/10/21/stories/2009102151801800.htm","GP, IA2, ID2, IT2",2009-10-01
"295",303,"http://www.indianexpress.com/news/climate-joint-saarc-statement-at-copenhagen-meet/531234/0","GP, IA2, ID2, IT2",2009-10-01
"296",304,"http://www.hindustantimes.com/india-news/india/After-50-years-India-and-China-smile-shake-hands/Article1-467786.aspx","GP, IA2, ID2+D2, IT8",2009-10-01
"297",305,"http://www.indianexpress.com/news/china-india-sign-pact-to-combat-climate-change/531720/","GP, IA2, ID2, IT6",2009-10-01
"298",306,"http://www.hindu.com/2009/10/22/stories/2009102257490100.htm","GP, IA2, ID2 +D2, IT6",2009-10-01
"299",307,"http://www.livemint.com/2009/10/21182928/China-India-sign-climate-chan.html?h=A1","GP, A6, D2 +D3, T8",2009-10-01
"300",308,"http://economictimes.indiatimes.com/articleshow/5147204.cms?flstry=1","GP, IA2, ID2 +D2, IT8",2009-10-01
"301",309,"http://www.financialexpress.com/news/India-China-ink-pact-on-climate-change/531517/","GP, IA1, IT6",2009-10-01
"302",310,"http://www.business-standard.com/india/storypage.php?autono=373961","GP, IA2, ID2 +D2, IT6",2009-10-01
"303",311,"http://www.hindustantimes.com/Going-up-the-wrong-path/H1-Article1-467625.aspx","GP, IA5, IT3 ",2009-10-01
"304",312,"http://timesofindia.indiatimes.com/home/environment/global-warming/Rich-countries-keep-polluting-blame-India/articleshow/5146925.cms","GP, IA2, D4, IT3",2009-10-01
"305",313,"http://timesofindia.indiatimes.com/india/Where-will-India-draw-the-line-at-Copenhagen-climate-summit/articleshow/5146577.cms","GP, IA2, D2+ID2",2009-10-01
"306",314,"http://www.indianexpress.com/news/why-india-is-lowering-temperature-ahead-of-copenhagen-summit/531538/0","GP, IA2, IT8 ",2009-10-01
"307",315,"http://www.thehindu.com/2009/10/22/stories/2009102255600900.htm","GP, IA2, IT2",2009-10-01
"308",316,"http://www.hindu.com/seta/2009/10/22/stories/2009102250021200.htm","IP, IA1, ID2, IT2 ",2009-10-01
"309",317,"http://www.livemint.com/2009/10/21224729/Climate-Pakistan-point-to-dif.html?h=B","IP, IA2, ID2, IT8 ",2009-10-01
"310",318,"http://www.financialexpress.com/news/nasa-google-seek-ways-to-save-forests/531508/","S, A1, D1+D5, T6",2009-10-01
"311",319,"http://www.financialexpress.com/news/ceos-no-longer-refute-climate-change/531510/","BZ, A1, T6",2009-10-01
"312",320,"http://www.financialexpress.com/news/carmakers-going-greener-with-electric-push/531507/0","BZ, A1, T1",2009-10-01
"313",321,"http://www.business-standard.com/india/news/fm-reiterates-official-stanceclimate-change/373970/","GP, IA2, ID2, IT2",2009-10-01
"314",322,"http://www.business-standard.com/india/news/pallavi-aiyar-constructingwinning-narrative/373904/","GP, IA4, ID2, IT3",2009-10-01
"315",323,"http://www.business-standard.com/india/news/farming-greenhouse-gases/373936/","GP, IA5, IT1 ",2009-10-01
"316",324,"http://www.thehindubusinessline.com/2009/10/22/stories/2009102252050100.htm","GP, IA2, ID2, IT2",2009-10-01
"317",325,"http://webcache.googleusercontent.com/search?q=cache:PO5yvC4XLocJ:www.thehindubusinessline.com/2009/10/22/stories/2009102250180800.htm+Climate+of+confusion+business+Line&cd=1&hl=en&ct=clnk&gl=in&source=www.google.co.in","IP, IA5, IT2 ",NA
"318",326,"http://www.hindustantimes.com/rssfeed/india/Poor-nations-must-limit-emissions/Article1-468166.aspx","GP, IA2, ID2+D2+D4, IT8",2009-10-01
"319",327,"http://timesofindia.indiatimes.com/india/PM-clears-air-says-West-must-pay-for-green-tech/articleshow/5150328.cms","GP, IA2, ID2, IT2",2009-10-01
"320",328,"http://lite.epaper.timesofindia.com/mobile.aspx?article=yes&pageid=9&edlabel=CAP&mydateHid=23-10-2009&pubname=&edname=&articleid=Ar00907&format=&publabel=TOI","GP, D4 IA2, IT6",2009-10-01
"321",329,"http://www.indianexpress.com/news/view-green-technologies-as-global-public-goods-pm/532207/0","GP, IA2, ID2+D4, IT2",2009-10-01
"322",330,"http://www.thehindu.com/2009/10/23/stories/2009102355261100.htm","GP, IA2, ID2, IT2",2009-10-01
"323",331,"http://www.livemint.com/2009/10/22215944/Onus-of-Copenhagen-success-put.html?d=2","GP, IA2, ID2 +D4, IT8",2009-10-01
"324",332,"http://www.thehindubusinessline.com/2009/10/23/stories/2009102351051800.htm","GP, IA2, ID2, IT2",2009-10-01
"325",333,"http://www.business-standard.com/india/news/%5Cclimate-change-fight-shouldn%5Ct-hit-development%5C%5C/374059/","GP, IA2, ID2, IT2",2009-10-01
"326",334,"http://www.financialexpress.com/news/Develop-clean-tech-at-cheaper-cost-PM/532033/","GP, IA2, ID2, IT2",2009-10-01
"327",335,"http://www.financialexpress.com/news/clarity-on-emission-targets-a-must-says-unfccc-chief/532034/","GP, IA2, D4, IT1",2009-10-01
"328",336,"http://m.economictimes.com/PDAET/articleshow/5151127.cms","GP, IA2, D4+ID2, IT8",2009-10-01
"329",337,"http://lite.epaper.timesofindia.com/mobile.aspx?article=yes&pageid=14&edlabel=CAP&mydateHid=23-10-2009&pubname=&edname=&articleid=Ar01406&format=&publabel=TOI","GP, IA5, IT3",2009-10-01
"330",338,"http://www.indianexpress.com/news/india-doing-enough-others-must-show-similar-commitment/532203/0","GP, IA2, D4, IT2",2009-10-01
"331",339,"http://beta.thehindu.com/opinion/interview/article37319.ece","GP, IA2, D2, IT9",2009-10-01
"332",340,"http://www.thehindu.com/2009/10/23/stories/2009102355371200.htm","IP, IA2, ID2, IT6",2009-10-01
"333",341,"http://www.hindu.com/2009/10/23/stories/2009102360991400.htm","GP, IA2, D2, IT1",2009-10-01
"334",342,"http://www.livemint.com/2009/10/22220328/Reaching-a-climate-consensus.html?pg=1","GP, IA5, IT2 ",2009-10-01
"335",343,"http://www.thehindubusinessline.com/2009/10/23/stories/2009102350190900.htm","GP, IA5, IT2",2009-10-01
"336",344,"http://www.business-standard.com/india/news/sunita-narainclimate-coalition/374004/","GP, IA5, IT3",2009-10-01
"337",345,"http://www.financialexpress.com/news/two-take-the-green-lead/531958/0","GP, A6, D5 +D6+ID2+D2, T8 ",2009-10-01
"338",346,"http://www.hindustantimes.com/rssfeed/india/Panel-to-study-airline-emission/Article1-468617.aspx","IP, IA2, ID2+D6, IT5",2009-10-01
"339",347,"http://www.hindustantimes.com/Denmark-asks-leaders-to-press-for-treaty/H1-Article3-468614.aspx","GP, IA2, ID2+D2, IT8",2009-10-01
"340",348,"http://www.heraldtribune.com/article/20091023/ZNYT03/910233005?Title=To-Cut-Global-Warming-Swedes-Study-Their-Plates","BZ, A6, D2+D7, T1 ",2009-10-01
