link_works,repeat,date,Month,Year,Publications,Source,author,City,headline,content,Link,url,theme,theme2,oldtheme,oldtheme2,oldtheme3,impact location if intl,source of the reports,Source of news-gathering,News Initiating body,,,Passive,Types of talking heads,,,TONE,"sub-national policies or impacts (state, city, ecosystem)",name,equity & justice/ burden sharing,problem or the ask,,,temp ambition,Mit or Adpt,default adaptation (communities adaptive approaches) or maladaptation (poor devp choiceS),NAPCC/SAPCC,CO-BENEFITS,IPCC AR5,"COP number (about or around specific cop),COP(in general)","NON-COP CONVENTIONS (G20, BASIC meet, Montreal protocol)",fulltext,RS/LS
NO LINK,,29,Mar,2013,TOI,AFP,,Paris,Is global warming causing harsher winters?,"Millions of people in northern Europe are still battling snow and ice, wondering why they are being punished with bitter cold when -- officially -- spring has arrived and Earth is in the grip of global warming",http://nation.com.pk/international/29-Mar-2013/is-global-warming-causing-harsher-winters,http://nation.com.pk/international/29-Mar-2013/is-global-warming-causing-harsher-winters,GS,,S,,,EU,A1,B6,C7,,"Potsdam, Cornell, French Met",P,D1,,,T6,,,,,,,,,,,,,,,"Richard Ingham, Claire Snegaroff Millions of people in northern Europe are still battling snow and ice, wondering why they are being punished with bitter cold when - officially - spring has arrived and Earth is in the grip of global warming.Yet some scientists, eyeing the fourth year in a row of exceptionally harsh late-winter weather in parts of Europe and North America, suggest warming is precisely the problem.In a complex tango between ocean and atmosphere, warming is causing icy polar air to be displaced southwards, they contend._The linkage is becoming clearer and clearer, I think, although the science has not yet been settled,Ó said Dim Coumou of the Potsdam Institute for Climate Impact Research (PIK) near Berlin.The theory derives from a long-studied Arctic phenomenon called a positive feedback - in plain words, a vicious circle.Rising temperatures are melting the Arcticês floating cap of sea ice, especially in summer.In 1979, when satellite measurements began, summer ice covered some seven million square kilometres (2.7 million square miles), roughly equivalent to 90 percent the area of Australia.In September 2012, summer ice hit its lowest extent on record, at just 3.4 million sq. kms (1.31 million sq. miles).Take away reflective ice, and you have a dark sea that absorbs solar radiation, which in turn reinforces the melting, and so on.But the theory suggests the added heat, stored over a vast area of surface water, is also gradually released into the atmosphere during the Arctic autumn.It increases air pressure and moisture in the Arctic, reducing the temperature differential with lower latitudes.Hereês what happens next: The polar vortex, a powerful circular wind that essentially pens Arctic air to the roof of the world, begins to weaken. Finding itself released, a mass of moist cold air spills southward, bringing snow and chill down into North America and Europe.And it tends to stay there, because of what happens to the jet stream.Instead of encircling the northern hemisphere in a sturdy and predictable fashion, this high-altitude wind takes a lazy looping path, zigzagging over the United States, the Atlantic and Europe. The southern parts of the loops get a bout of cold weather that becomes stalled in place._Heat that is stored in the (Arctic) ocean can rapidly transfer to the atmosphere, and this affects the dynamicsÓ of northern hemisphere weather patterns, said Coumou in a phone interview._Weêve had a couple of winters (in Europe) where youêve had rather shorter-term cold spells, of a duration of maybe 10, 20, 30 days... Itês been the same in the continental US and Canada where theyêve seen similar quite bizarre cold spells but of a relatively shorter period.Ó- Arctic warming ¥stacks the deckê -Charles Greene, director of the Ocean Resources and Ecosystems Program at Cornell University in New York, said Arctic warming added a joker or two to the climate pack._With the changes in sea ice, we set up a situation where we stack the deck, increasing the probability of these invasions of cold Arctic air,Ó he said._But whatês less predictable is which regions in the mid-latitudes will get hit. Weêre not sure yet how it will interact with other parts of the climate system in any given year, for instance how it will interact with El Nino and La Nina.ÓGreene also postulates that Superstorm Sandy last October wreaked its havoc because of a high-pressure zone over Greenland, possibly strengthened by changes triggered by sea-ice loss in the Arctic.Like a barrier closing off a street, this mass of air forced Sandy to turn sharply west so that it slammed into the US East Coast. Normally, late-season hurricanes follow a northeastern track and peter out at sea.The warming-and-winter scenario is far from unanimous in climatology. Other experts call for more evidence, especially from longer-term data._Looking at whatês happening right now, in early spring, itês too early to say whether it is due in part to a temporary climatic swing,Ó said David Salas-y-Melia of Meteo France, the French meteorological agency.Jeff Knight of Britainês Met Office pointed to a natural climate variation called the North Atlantic Oscillation, whose phases tend to span 30-40 years. Several decades of relatively harsher winters alternate with relatively milder ones - but there can also be years within these phases that buck the trend._In Europe, the effect of climate variability is quite large,Ó said Knight. _There are possible links to explain why sea ice might influence atmospheric circulation, but the jury is very much still out at the moment.Ó _AFP",
,,30,Mar,2013,HT,Opinion,MS Swaminathan,,Maharashtra needs to formulate a Drought Code: MS Swaminathan,Parts of Maharashtra are experiencing an unprecedented drought. Even drinking water is becoming a chemical curiosity. Some areas of the state have always experienced periodic droughts and several excellent drought relief and water management programmes have been developed in this State..,http://www.hindustantimes.com/india/maharashtra-needs-to-formulate-a-drought-code-ms-swaminathan/story-uytFXgpRJxKW1TcpvopmQL.html,http://www.hindustantimes.com/india/maharashtra-needs-to-formulate-a-drought-code-ms-swaminathan/story-uytFXgpRJxKW1TcpvopmQL.html,IPL,,IP,,,IND,IA4,IB6,IC6,,MS Swaminathan,P,ID5,,,,SB,Maharastra,,,,,,Adpt,,,,,,,,
NO LINK,,3,Apr,2013,TOI,IANS,,Panaji,"Methane emissions in Indian dams negligible, asserts NIO","A study by a leading central government funded marine research institute has debunked a claim by a Brazilian agency that Indian freshwater reservoirs, especially those of dams, were sources of methane. Scientists of the National Institute of Oceanography (NIO), who conducted studies at eight reservoirs in the country ‹ including the Selaulim reservoir in Goa and the Tillari reservoir in Maharashtra - found that methane produced by these reservoirs was minimal to the point of being insignificant.",https://uk.news.yahoo.com/methane-emissions-indian-dams-negligible-asserts-nio-123742069.html,https://uk.news.yahoo.com/methane-emissions-indian-dams-negligible-asserts-nio-123742069.html,SS,IS,S,,,IND,IA1,IB4,IC7,,National Institute of Oceanography (NIO,,ID1,,,IT2,,,,,,,,,,,,,,,"Panaji, April 3 (IANS) A study by a leading central government funded marine research institute has debunked a claim by a Brazilian agency that Indian freshwater reservoirs, especially those of dams, were sources of methane.
 
 Scientists of the National Institute of Oceanography (NIO), who conducted studies at eight reservoirs in the country - including the Selaulim reservoir in Goa and the Tillari reservoir in Maharashtra - found that methane produced by these reservoirs was minimal to the point of being insignificant.
 
 The team, led by scientist Gayatree Narvekar, concluded that most of the methane produced in Indian reservoirs is converted to carbon dioxide by methane oxidizing microorganisms and that methane emission to the atmosphere from the Indian dam-reservoirs has been greatly overestimated.
 
 ""Although most of these reservoirs were found to turn anaerobic during the summer, measured dissolved methane concentrations are substantially lower than assumed. Moreover, accumulation of methane generally occurred below the depths of water intake for power generation and irrigation,"" the NIO said in a statement Wednesday.
 
 A study by Ivan Lima and his colleagues from Brazil's National Institute for Space Research, published in a peer-reviewed journal, concluded that annual methane emissions from dam-reservoirs in India alone were estimated to be around 33.5 million tonnes.
 
 That figure, if true, would amount to about 19 percent of the country's global warming emissions from all sources and 28 percent of methane emission from all large dams of the world.
 
 ""These figures raised a great deal of alarm in the media and among policy makers,"" the NIO statement said.
 
 The NIO scientists made extensive measurements of methane in eight dams-reservoirs across India from the Western Ghats (Selaulim, Supa, Tillari, Koyna and Markandeya) to the central Indo-Gangetic Plain (Rihand) and the foothills of the Himalayas (Bhakra Nangal).
 
 ""Although most of these reservoirs were found to turn anaerobic during the summer, measured dissolved methane concentrations are substantially lower than assumed in the above-mentioned study,"" the NIO said.
 
 ""These results demonstrate that the hydroelectric power in the country appears to be quite green,"" the NIO said.",
,,3,Apr,2013,TOI,Reporter,Nandini Sen Gupta,CHennai,Volkswagen's eco-campaign helps reduce CO2 emission and energy consumption in Pune plant,Volkswagen India's 'Think Blue. Factory' initiatives for sustainable automotive production has helped its Pune plant reduce CO2 emissions by 6.4% and energy consumption by 5.5%. The company said in a statement that its target is to reduce total fresh water consumption by 10% in 2013.,http://timesofindia.indiatimes.com/home/environment/the-good-earth/Volkswagens-eco-campaign-helps-reduce-CO2-emission-and-energy-consumption-in-Pune-plant/articleshow/19366586.cms,http://timesofindia.indiatimes.com/home/environment/the-good-earth/Volkswagens-eco-campaign-helps-reduce-CO2-emission-and-energy-consumption-in-Pune-plant/articleshow/19366586.cms,BBZ,,BZ,,,IND,IA2,IB8,IC5,,Volkswagon,,ID6,D6,,IT4,,,,,,,,Mit,,,,,,,,
,,3,Apr,2013,ET,PTI,,Vadodara,Huge potential to tap renewable energy: Official,"Stating that there was a huge potential to tap renewable energy in the country, a senior official MNRE today said that there were plans to add another 30,000 MW of renewable power during the 12th Five-Year Plan.",http://economictimes.indiatimes.com/news/news-by-industry/energy/power/huge-potential-to-tap-renewable-energy-official/articleshow/19366849.cms,http://economictimes.indiatimes.com/news/news-by-industry/energy/power/huge-potential-to-tap-renewable-energy-official/articleshow/19366849.cms,IPE,,IP,,,IND,IA1,IB1,IC1,,"MNRE, Gujarat Energy Development Agency",,ID2,,,IT4,SB,Gujarat,,,,,,MIt,,,,,,,,
,,16,APR,2013,MNT,Reuters,Ben Garside,Strasbourg/Brussels,EU Parliament rejects carbon market rescue fix,"European Union politicians rejected a plan to prop up the worldês biggest carbon market on Tuesday, sending it plunging to a new record low and raising questions about its survival. After months of bitter debate, a plenary session of European Parliament in Strasbourg rejected by 19 votes a commission proposal to temporarily remove some of the oversupply that has overwhelmed the market for permits to emit carbon dioxide.",http://www.livemint.com/Politics/xZNq7QzTjYAglYUtrxDgrI/EU-Parliament-rejects-carbon-market-rescue-fix.html,http://www.livemint.com/Politics/xZNq7QzTjYAglYUtrxDgrI/EU-Parliament-rejects-carbon-market-rescue-fix.html,GPBZ,CM,BZ,,,EU,A1,B3,C2,,EU,,D2,D4,,T6,,,,,,,,Mit,,,,,,,,
,,16,APR,2013,MNT,Reuters,,Washington,"INDIA, CHINA, SINGAPORE COULD JOIN NEW ARCTIC CIRCLE FORUM","China, India, Singapore and other countries far from the Arctic Circle could be part of a new global forum to widen the discussion about the fate of the planet's Far North, Iceland President Olafur Grimsson said on Monday",http://www.livemint.com/Politics/72pAC67LXqleekqnfqlzUK/India-China-Singapore-could-join-new-Arctic-Circle-forum.html,http://www.livemint.com/Politics/72pAC67LXqleekqnfqlzUK/India-China-Singapore-could-join-new-Arctic-Circle-forum.html,GPT,,GP,,,POL,A1,B1,C1,,"Arctic council, govt of iceland",,D2,,,T6,,,,,,,,,,,,,,,,
,Repeat,16,APR,2013,ET,Reuters,,Washington,"INDIA, CHINA, SINGAPORE COULD JOIN NEW ARCTIC CIRCLE FORUM","China, India, Singapore and other countries far from the Arctic Circle could be part of a new global forum to widen the discussion about the fate of the planet's Far North, Iceland President Olafur Grimsson said on Monday",http://www.livemint.com/Politics/72pAC67LXqleekqnfqlzUK/India-China-Singapore-could-join-new-Arctic-Circle-forum.html,http://www.livemint.com/Politics/72pAC67LXqleekqnfqlzUK/India-China-Singapore-could-join-new-Arctic-Circle-forum.html,GPT,,GP,,,POL,A1,B1,C1,,"Arctic council, govt of iceland",,D2,,,T6,,,,,,,,,,,,,,,,
,,16,APR,2013,ET,Reporter,Vishal Dutta,AHMEDABAD:,Ahmedabad gets India's first ever heat wave preparation and early warning system,"The Indian city of Ahmedabad launched a first-of-its-kind Heat Action Plan, making it the first city in South Asia to create a comprehensive early warning system and preparedness plan for extreme heat events fueled by climate change.",http://economictimes.indiatimes.com/news/news-by-industry/et-cetera/ahmedabad-gets-indias-first-ever-heat-wave-preparation-and-early-warning-system/articleshow/19581214.cms,http://economictimes.indiatimes.com/news/news-by-industry/et-cetera/ahmedabad-gets-indias-first-ever-heat-wave-preparation-and-early-warning-system/articleshow/19581214.cms,IPL,IS,IP,IS,,IND,IA2,IB1,IC3,,"CDKN led project with Ahmedabad Municipal Corporatio, TA by NRDC and others",,D3,D5,ID2,IT6,CY,Ahemdabad,,,,,,Adpt,,,,,,,,
NO LINK,,30,Apr,2013,HT,Reporter,Chetan Chauhan,New Delhi,MGNREGS could help fight climate change: govt study,"A new government study on Tuesday said that the worldês biggest job guarantee programme MGNREGS has helped conserve natural resources and is an effective tool to fight climate change at the ground level. The study by Indian School of Sciences, Bangalore, based on research in four drought prone states - Andhra Pradesh, Karnataka, Madhya Pradesh and Rajasthan - shows the UPA governmentês programme has resulted in improved ground water levels and improved availability of water for irrigation.",http://www.isidelhi.org.in/hrnews/HR_THEMATIC_ISSUES/Environment/Environment-2013.pdf,http://www.isidelhi.org.in/hrnews/HR_THEMATIC_ISSUES/Environment/Environment-2013.pdf,IPL,,IP,,,IND,IA2,IB1,IC6,,Indian Institute of Sciences (Bangalore),,ID5,,,IT6,SB,,,,,,,Adpt,,,,,,,"MGNREGS could help fight climate change: govt study (9)
 New Delhi: A new government study on Tuesday said that the worldês biggest job guarantee programme -
 Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS)- has helped conserve
 natural resources and is an effective tool to fight climate change at the ground level. The study by Indian
 School of Sciences, Bangalore, based on research in four drought prone states - Andhra Pradesh,
 Karnataka, Madhya Pradesh and Rajasthan - shows the UPA governmentês programme has resulted in
 improved ground water levels and improved availability of water for irrigation. ""It is possible to conclude
 that that MGNREGS works have contributed positively to the ground water level in the study villages,
 despite continued expansion and extraction of ground water,"" the report said. It also added that works
 such as check dams, percolation tanks and de-silting of water bodies have contributed to an increase in
 areas irrigated by borewells and open wells, potentially leading to increased and sustained crop yields in
 most of the villages in the study area. The survey conducted as part of the study also said the programme
 has increased drinking water supply in the villages because of increase in number of water bodies
 developed under the employment programme. The study also found land development works under the
 programme has contributed in improving soil fertility in 72% of agriculture areas resulting in some
 improvement in production. Soil organic matter or carbon content is a very important indicator of soil
 fertility and land productivity, the report said. The governmentês use of manpower under the programme
 for afforestation, reforestation and horticulture had a positive impact in 31 of the 40 villages, where the
 study was done. Its exact impact was not known as trees have not reached their fruit bearing stage. The
 study also said that MGNREGS works related to water and land development have been shown in this
 study to have contributed to generation of environmental benefits such as ground water recharge,
 increased water availability for irrigation, increased soil fertility, reduction in soil erosion and improved tree
 cover. The Intergovernmental Panel on Climate Change had said that agriculture would be worst affected
 by climate change in South Asia, especially India, and had asked countries to adopt policies for climate
 change mitigation. The institute suggested that the programme should focus more on protection of natural
 resources, maintenance of assets created and empower the village bodies - gram sabha - to monitor the
 works undertaken under the programme. Once that is done, the study said, the programme could protect
 poor and marginalised from impacts of climate change. (Hindustan Times 1/5/13)",
